query_id Q0 doc_id rank BM25_score system_name
4 Q0 Cosmic_background_radiation 1 4.872479147896157 UniBM25
4 Q0 Astronomical_radio_source 2 4.805036034817506 UniBM25
4 Q0 Han_dynasty 3 3.8216260509047477 UniBM25
4 Q0 Hayabusa_(spacecraft) 4 3.378682153201124 UniBM25
4 Q0 List_of_interstellar_and_circumstellar_molecules 5 3.3233100333845957 UniBM25
4 Q0 Milky_Way 6 3.323040499562819 UniBM25
4 Q0 Star 7 3.0448899367267632 UniBM25
4 Q0 Hawaiian_Islands 8 2.7767980856853347 UniBM25
4 Q0 Gemini_program 9 2.6453346073609922 UniBM25
4 Q0 Project_Gemini 10 2.6453346073609922 UniBM25
4 Q0 Radio_telescope 11 2.476013239166466 UniBM25
4 Q0 William_Anders 12 2.3817300194758384 UniBM25
4 Q0 Mississippi_River 13 2.3754048611330916 UniBM25
4 Q0 Sumatra 14 2.368232664981673 UniBM25
4 Q0 Grand_Canyon 15 2.170630487135949 UniBM25
4 Q0 Nanjing 16 2.16182477557743 UniBM25
4 Q0 Society_Islands 17 2.1413007742371417 UniBM25
4 Q0 Texas 18 2.1198260128565396 UniBM25
4 Q0 Pitcairn_Islands 19 2.107173642137382 UniBM25
4 Q0 Visible-light_astronomy 20 1.9952484812636229 UniBM25
4 Q0 Remote_sensing 21 1.978924447302491 UniBM25
4 Q0 Order_of_magnitude 22 1.9705182043119152 UniBM25
4 Q0 Crew_Exploration_Vehicle 23 1.9500264440061204 UniBM25
4 Q0 Bering_Sea 24 1.9448406146213595 UniBM25
4 Q0 Salyut_1 25 1.9432902400106853 UniBM25
4 Q0 Nut_(goddess) 26 1.9353191873546576 UniBM25
4 Q0 Bering_Strait 27 1.9304659440932719 UniBM25
4 Q0 PBS 28 1.9195793031299067 UniBM25
4 Q0 Siberia 29 1.905822582137388 UniBM25
4 Q0 Night_sky 30 1.8983942256388726 UniBM25
4 Q0 St._Lawrence_River 31 1.8974091465552563 UniBM25
4 Q0 Observation 32 1.8912754892888508 UniBM25
4 Q0 Blue_Origin 33 1.8910383839585978 UniBM25
4 Q0 Vision_for_Space_Exploration 34 1.878402393256692 UniBM25
4 Q0 Satellite_radio 35 1.8776789658775304 UniBM25
4 Q0 Recorded_history 36 1.867370736876313 UniBM25
4 Q0 Skylab 37 1.8132851009110895 UniBM25
4 Q0 Wairau_Bar 38 1.803142141009918 UniBM25
4 Q0 Moluccas 39 1.7674087263791327 UniBM25
4 Q0 NASA 40 1.7403946022985344 UniBM25
4 Q0 John_F._Kennedy 41 1.7322530194734371 UniBM25
4 Q0 Rain 42 1.7136787424437594 UniBM25
4 Q0 Gravity_of_Earth 43 1.7125690758086243 UniBM25
4 Q0 V-2 44 1.7037973927227728 UniBM25
4 Q0 V-2_rocket 45 1.7037973927227728 UniBM25
4 Q0 Lander_(spacecraft) 46 1.695496184400986 UniBM25
4 Q0 White_blood_cell 47 1.687281377998735 UniBM25
4 Q0 NewSpace 48 1.6766435087730212 UniBM25
4 Q0 Altjira 49 1.6661389371253266 UniBM25
4 Q0 Strait_of_Magellan 50 1.6537059026388023 UniBM25
4 Q0 Supernova 51 1.646259438727071 UniBM25
4 Q0 Skygazing 52 1.6245021009544711 UniBM25
4 Q0 Wind 53 1.6143768884819327 UniBM25
4 Q0 Operation_Paperclip 54 1.6034870019254632 UniBM25
4 Q0 Tasmania 55 1.5801066134798953 UniBM25
4 Q0 Jacques_Cartier 56 1.569420029622071 UniBM25
4 Q0 Saturn_V 57 1.534115785395554 UniBM25
4 Q0 Oceania 58 1.5258735007079645 UniBM25
